throws,avg
1081, 559
1082, 559
1083, 559
1084, 559
1085, 559
1086, 560
1087, 560
1088, 560
1089, 560
1090, 560
1091, 560
1092, 560
1093, 560
1094, 560
1095, 561
1096, 561
1097, 561
1098, 562
1099, 562
1100, 562
1101, 563
1102, 563
1103, 564
1104, 564
1105, 565
1106, 566
1107, 567
1108, 568
1109, 568
1110, 569
1111, 569
1112, 569
1113, 569
1114, 570
1115, 570
1116, 570
1117, 570
1118, 570
1119, 570
1120, 570
1121, 570
1122, 570
1123, 571
1124, 571
1125, 571
1126, 571
1127, 571
1128, 571
1129, 571
1130, 571
1131, 571
1132, 572
1133, 572
1134, 572
1135, 572
1136, 573
1137, 574
1138, 574
1139, 575
1140, 576
1141, 576
1142, 577
1143, 577
1144, 577
1145, 578
1146, 579
1147, 580
1148, 581
1149, 582
1150, 582
1151, 583
1152, 583
1153, 583
1154, 583
1155, 583
1156, 583
1157, 584
1158, 585
1159, 586
1160, 586
1161, 586
1162, 587
1163, 588
1164, 589
1165, 589
1166, 590
1167, 590
1168, 591
1169, 591
1170, 592
1171, 593
1172, 594
1173, 595
1174, 596
1175, 596
1176, 597
1177, 598
1178, 599
1179, 599
1180, 599
1181, 599
1182, 599
1183, 599
1184, 599
1185, 600
1186, 601
1187, 601
1188, 601
1189, 602
1190, 603
1191, 603
1192, 603
1193, 603
1194, 603
1195, 604
1196, 604
1197, 604
1198, 604
1199, 604
1200, 604
1201, 605
1202, 605
1203, 605
1204, 605
1205, 606
1206, 607
1207, 607
1208, 608
1209, 609
1210, 610
1211, 610
1212, 610
1213, 611
1214, 611
1215, 611
1216, 612
1217, 613
1218, 614
1219, 614
1220, 614
1221, 614
1222, 614
1223, 614
1224, 615
1225, 616
1226, 617
1227, 617
1228, 617
1229, 617
1230, 618
1231, 618
1232, 618
1233, 618
1234, 619
1235, 620
1236, 621
1237, 621
1238, 622
1239, 623
1240, 623
1241, 623
1242, 623
1243, 624
1244, 625
1245, 625
1246, 626
1247, 627
1248, 628
1249, 628
1250, 629
1251, 630
1252, 630
1253, 631
1254, 632
1255, 632
1256, 632
1257, 633
1258, 634
1259, 635
1260, 636
1261, 637
1262, 637
1263, 638
1264, 638
1265, 639
1266, 640
1267, 641
1268, 641
1269, 642
1270, 642
1271, 643
1272, 643
1273, 644
1274, 645
1275, 646
1276, 647
1277, 648
1278, 649
1279, 650
1280, 651
1281, 651
1282, 651
1283, 652
1284, 653
1285, 653
1286, 653
1287, 654
1288, 655
1289, 656
1290, 656
1291, 657
1292, 657
1293, 657
1294, 658
1295, 658
1296, 659
1297, 660
1298, 661
1299, 662
1300, 662
1301, 663
1302, 663
1303, 664
1304, 664
1305, 665
1306, 665
1307, 665
1308, 665
1309, 665
1310, 666
1311, 666
1312, 667
1313, 667
1314, 667
1315, 667
1316, 667
1317, 667
1318, 668
1319, 668
1320, 669
1321, 670
1322, 671
1323, 672
1324, 673
1325, 673
1326, 673
1327, 674
1328, 675
1329, 676
1330, 677
1331, 678
1332, 679
1333, 680
1334, 681
1335, 682
1336, 682
1337, 683
1338, 683
1339, 684
1340, 685
1341, 686
1342, 686
1343, 687
1344, 687
1345, 687
1346, 688
1347, 689
1348, 690
1349, 691
1350, 691
1351, 691
1352, 691
1353, 691
1354, 692
1355, 693
1356, 694
1357, 695
1358, 695
1359, 696
1360, 697
1361, 697
1362, 698
1363, 698
1364, 698
1365, 699
1366, 700
1367, 701
1368, 702
1369, 703
1370, 704
1371, 705
1372, 706
1373, 706
1374, 706
1375, 707
1376, 707
1377, 707
1378, 707
1379, 708
1380, 709
1381, 709
1382, 709
1383, 710
1384, 710
1385, 710
1386, 711
1387, 711
1388, 712
1389, 713
1390, 714
1391, 715
1392, 716
1393, 716
1394, 716
1395, 716
1396, 716
1397, 717
1398, 718
1399, 719
1400, 720
1401, 720
1402, 720
1403, 720
1404, 720
1405, 721
1406, 722
1407, 723
1408, 723
1409, 723
1410, 723
1411, 723
1412, 723
1413, 723
1414, 723
1415, 723
1416, 723
1417, 724
1418, 725
1419, 725
1420, 726
1421, 726
1422, 727
1423, 727
1424, 728
1425, 728
1426, 728
1427, 728
1428, 729
1429, 730
1430, 731
1431, 732
1432, 732
1433, 732
1434, 733
1435, 733
1436, 734
1437, 735
1438, 736
1439, 737
1440, 737
1441, 737
1442, 737
1443, 738
1444, 739
1445, 739
1446, 739
1447, 739
1448, 740
1449, 740
1450, 740
1451, 741
1452, 741
1453, 741
1454, 742
1455, 742
1456, 742
1457, 742
1458, 743
1459, 743
1460, 743
1461, 744
1462, 745
1463, 745
1464, 746
1465, 746
1466, 746
1467, 746
1468, 747
1469, 748
1470, 748
1471, 749
1472, 750
1473, 751
1474, 752
1475, 752
1476, 752
1477, 752
1478, 753
1479, 754
1480, 754
1481, 755
1482, 756
1483, 757
1484, 757
1485, 758
1486, 758
1487, 758
1488, 759
1489, 760
1490, 760
1491, 760
1492, 761
1493, 762
1494, 762
1495, 763
1496, 763
1497, 764
1498, 765
1499, 765
1500, 765
1501, 766
1502, 767
1503, 768
1504, 769
1505, 769
1506, 770
1507, 771
1508, 771
1509, 772
1510, 772
1511, 773
1512, 774
1513, 774
1514, 775
1515, 776
1516, 776
1517, 777
1518, 777
1519, 778
1520, 779
1521, 779
1522, 780
1523, 780
1524, 780
1525, 780
1526, 781
1527, 782
1528, 782
1529, 783
1530, 784
1531, 785
1532, 785
1533, 786
1534, 787
1535, 787
1536, 787
1537, 788
1538, 789
1539, 790
1540, 791
1541, 791
1542, 791
1543, 791
1544, 791
1545, 792
1546, 793
1547, 793
1548, 793
1549, 794
1550, 794
1551, 794
1552, 795
1553, 795
1554, 796
1555, 796
1556, 796
1557, 796
1558, 796
1559, 797
1560, 798
1561, 799
1562, 800
1563, 800
1564, 800
1565, 801
1566, 802
1567, 803
1568, 803
1569, 803
1570, 804
1571, 804
1572, 804
1573, 804
1574, 805
1575, 806
1576, 807
1577, 808
1578, 808
1579, 808
1580, 808
1581, 809
1582, 809
1583, 809
1584, 810
1585, 811
1586, 811
1587, 811
1588, 811
1589, 812
1590, 812
1591, 813
1592, 813
1593, 813
1594, 813
1595, 813
1596, 814
1597, 815
1598, 815
1599, 816
1600, 817
1601, 817
1602, 818
1603, 818
1604, 818
1605, 818
1606, 818
1607, 818
1608, 818
1609, 819
1610, 820
1611, 821
1612, 822
1613, 823
1614, 824
1615, 825
1616, 825
1617, 825
1618, 825
1619, 826
1620, 827
1621, 827
1622, 827
1623, 828
1624, 829
1625, 830
1626, 830
1627, 831
1628, 832
1629, 832
1630, 832
1631, 833
1632, 834
1633, 834
1634, 834
1635, 835
1636, 836
1637, 836
1638, 837
1639, 838
1640, 838
1641, 838
1642, 838
1643, 839
1644, 840
1645, 841
1646, 842
1647, 843
1648, 844
1649, 845
1650, 845
1651, 845
1652, 846
1653, 846
1654, 846
1655, 847
1656, 848
1657, 849
1658, 849
1659, 849
1660, 850
1661, 851
1662, 852
1663, 852
1664, 853
1665, 854
1666, 855
1667, 856
1668, 856
1669, 857
1670, 857
1671, 857
1672, 858
1673, 858
1674, 859
1675, 859
1676, 860
1677, 861
1678, 862
1679, 863
1680, 863
1681, 863
1682, 864
1683, 865
1684, 865
1685, 865
1686, 866
1687, 866
1688, 867
1689, 867
1690, 868
1691, 868
1692, 869
1693, 869
1694, 870
1695, 871
1696, 872
1697, 873
1698, 873
1699, 874
1700, 874
1701, 875
1702, 875
1703, 876
1704, 877
1705, 878
1706, 879
1707, 880
1708, 881
1709, 882
1710, 883
1711, 884
1712, 885
1713, 886
1714, 886
1715, 886
1716, 886
1717, 887
1718, 888
1719, 888
1720, 889
1721, 890
1722, 890
1723, 890
1724, 891
1725, 892
1726, 893
1727, 893
1728, 893
1729, 894
1730, 894
1731, 894
1732, 894
1733, 895
1734, 896
1735, 896
1736, 896
1737, 897
1738, 898
1739, 899
1740, 899
1741, 899
1742, 900
1743, 901
1744, 901
1745, 902
1746, 902
1747, 903
1748, 903
1749, 903
1750, 904
1751, 905
1752, 906
1753, 906
1754, 907
1755, 907
1756, 907
1757, 908
1758, 908
1759, 909
1760, 909
1761, 909
1762, 910
1763, 911
1764, 911
1765, 911
1766, 911
1767, 912
1768, 912
1769, 912
1770, 913
1771, 914
1772, 915
1773, 916
1774, 917
1775, 917
1776, 918
1777, 918
1778, 918
1779, 918
1780, 919
1781, 920
1782, 920
1783, 921
1784, 922
1785, 923
1786, 923
1787, 923
1788, 923
1789, 924
1790, 925
1791, 926
1792, 926
1793, 926
1794, 926
1795, 927
1796, 928
1797, 928
1798, 928
1799, 928
1800, 929
1801, 930
1802, 930
1803, 931
1804, 931
1805, 932
1806, 933
1807, 934
1808, 935
1809, 935
1810, 935
1811, 935
1812, 936
1813, 937
1814, 937
1815, 938
1816, 939
1817, 940
1818, 941
1819, 941
1820, 942
1821, 942
1822, 942
1823, 943
1824, 944
1825, 945
1826, 945
1827, 946
1828, 947
1829, 948
1830, 948
1831, 948
1832, 948
1833, 948
1834, 948
1835, 949
1836, 950
1837, 950
1838, 950
1839, 951
1840, 952
1841, 953
1842, 953
1843, 953
1844, 954
1845, 955
1846, 956
1847, 957
1848, 958
1849, 958
1850, 958
1851, 958
1852, 958
1853, 958
1854, 959
1855, 959
1856, 960
1857, 961
1858, 962
1859, 962
1860, 963
1861, 964
1862, 964
1863, 965
1864, 965
1865, 965
1866, 966
1867, 967
1868, 967
1869, 968
1870, 968
1871, 969
1872, 970
1873, 970
1874, 971
1875, 971
1876, 971
1877, 971
1878, 972
1879, 972
1880, 972
1881, 972
1882, 973
1883, 973
1884, 973
1885, 974
1886, 974
1887, 974
1888, 974
1889, 974
1890, 975
1891, 975
1892, 975
1893, 976
1894, 976
1895, 976
1896, 976
1897, 977
1898, 977
1899, 978
1900, 979
1901, 980
1902, 981
1903, 982
1904, 982
1905, 983
1906, 984
1907, 985
1908, 986
1909, 986
1910, 986
1911, 987
1912, 988
1913, 989
1914, 990
1915, 990
1916, 991
1917, 992
1918, 992
1919, 992
1920, 993
1921, 994
1922, 995
1923, 996
1924, 997
1925, 997
1926, 998
1927, 999
1928, 1000
1929, 1001
1930, 1001
1931, 1002
1932, 1003
1933, 1003
1934, 1003
1935, 1003
1936, 1004
1937, 1005
1938, 1006
1939, 1007
1940, 1008
1941, 1009
1942, 1010
1943, 1010
1944, 1011
1945, 1012
1946, 1013
1947, 1013
1948, 1014
1949, 1015
1950, 1015
1951, 1015
1952, 1016
1953, 1016
1954, 1017
1955, 1017
1956, 1017
1957, 1018
1958, 1019
1959, 1019
1960, 1020
1961, 1020
1962, 1020
1963, 1021
1964, 1022
1965, 1022
1966, 1023
1967, 1024
1968, 1025
1969, 1026
1970, 1027
1971, 1028
1972, 1028
1973, 1028
1974, 1028
1975, 1029
1976, 1030
1977, 1031
1978, 1032
1979, 1033
1980, 1033
1981, 1033
1982, 1033
1983, 1034
1984, 1035
1985, 1036
1986, 1037
1987, 1037
1988, 1038
1989, 1039
1990, 1040
1991, 1041
1992, 1041
1993, 1042
1994, 1042
1995, 1043
1996, 1044
1997, 1045
1998, 1045
1999, 1046
2000, 1047
2001, 1047
2002, 1048
2003, 1048
2004, 1048
2005, 1049
2006, 1049
2007, 1050
2008, 1051
2009, 1052
2010, 1053
2011, 1053
2012, 1054
2013, 1054
2014, 1055
2015, 1055
2016, 1056
2017, 1056
2018, 1056
2019, 1056
2020, 1056
2021, 1056
2022, 1056
2023, 1057
2024, 1058
2025, 1059
2026, 1060
2027, 1060
2028, 1060
2029, 1060
2030, 1061
2031, 1061
2032, 1061
2033, 1062
2034, 1062
2035, 1063
2036, 1064
2037, 1065
2038, 1065
2039, 1065
2040, 1066
2041, 1067
2042, 1068
2043, 1069
2044, 1070
2045, 1070
2046, 1070
2047, 1071
2048, 1071
2049, 1071
2050, 1071
2051, 1072
2052, 1073
2053, 1073
2054, 1073
2055, 1074
2056, 1075
2057, 1076
2058, 1077
2059, 1077
2060, 1077
2061, 1078
2062, 1078
2063, 1078
2064, 1078
2065, 1079
2066, 1080
2067, 1081
2068, 1081
2069, 1081
2070, 1082
2071, 1083
2072, 1084
2073, 1084
2074, 1084
2075, 1084
2076, 1084
2077, 1084
2078, 1085
2079, 1086
2080, 1086
2081, 1086
2082, 1087
2083, 1088
2084, 1089
2085, 1090
2086, 1091
2087, 1092
2088, 1092
2089, 1093
2090, 1093
2091, 1093
2092, 1093
2093, 1093
2094, 1093
2095, 1094
2096, 1094
2097, 1094
2098, 1094
2099, 1095
2100, 1096
2101, 1096
2102, 1097
2103, 1097
2104, 1098
2105, 1098
2106, 1098
2107, 1098
2108, 1098
2109, 1098
2110, 1098
2111, 1098
2112, 1099
2113, 1100
2114, 1100
2115, 1100
2116, 1100
2117, 1101
2118, 1102
2119, 1103
2120, 1104
2121, 1105
2122, 1105
2123, 1106
2124, 1106
2125, 1107
2126, 1107
2127, 1107
2128, 1108
2129, 1109
2130, 1109
2131, 1110
2132, 1110
2133, 1110
2134, 1111
2135, 1112
2136, 1113
2137, 1113
2138, 1113
2139, 1113
2140, 1114
2141, 1115
2142, 1115
2143, 1115
2144, 1115
2145, 1115
2146, 1115
2147, 1116
2148, 1116
2149, 1116
2150, 1116
2151, 1117
2152, 1118
2153, 1119
2154, 1120
2155, 1120
2156, 1120
2157, 1121
2158, 1122
2159, 1123
2160, 1124
2161, 1124
2162, 1124
2163, 1125
2164, 1126
2165, 1127
2166, 1127
2167, 1127
2168, 1127
2169, 1128
2170, 1129
2171, 1130
2172, 1130
2173, 1130
2174, 1131
2175, 1132
2176, 1132
2177, 1133
2178, 1133
2179, 1134
2180, 1135
2181, 1136
2182, 1137
2183, 1137
2184, 1138
2185, 1139
2186, 1139
2187, 1140
2188, 1141
2189, 1142
2190, 1142
2191, 1142
2192, 1142
2193, 1143
2194, 1143
2195, 1144
2196, 1145
2197, 1146
2198, 1147
2199, 1148
2200, 1149
2201, 1150
2202, 1151
2203, 1152
2204, 1153
2205, 1153
2206, 1154
2207, 1155
2208, 1156
2209, 1157
2210, 1157
2211, 1157
2212, 1157
2213, 1158
2214, 1158
2215, 1158
2216, 1158
2217, 1159
2218, 1160
2219, 1161
2220, 1161
2221, 1162
2222, 1162
2223, 1163
2224, 1164
2225, 1164
2226, 1165
2227, 1165
2228, 1166
2229, 1166
2230, 1166
2231, 1166
2232, 1167
2233, 1168
2234, 1168
2235, 1168
2236, 1168
2237, 1169
2238, 1170
2239, 1170
2240, 1171
2241, 1171
2242, 1171
2243, 1172
2244, 1172
2245, 1172
2246, 1173
2247, 1174
2248, 1175
2249, 1175
2250, 1176
2251, 1177
2252, 1178
2253, 1179
2254, 1179
2255, 1180
2256, 1181
2257, 1181
2258, 1181
2259, 1182
2260, 1183
2261, 1183
2262, 1184
2263, 1185
2264, 1185
2265, 1185
2266, 1185
2267, 1186
2268, 1186
2269, 1187
2270, 1188
2271, 1188
2272, 1188
2273, 1188
2274, 1189
2275, 1190
2276, 1191
2277, 1191
2278, 1191
2279, 1192
2280, 1192
2281, 1192
2282, 1193
2283, 1193
2284, 1194
2285, 1195
2286, 1196
2287, 1197
2288, 1197
2289, 1198
2290, 1199
2291, 1200
2292, 1201
2293, 1202
2294, 1203
2295, 1203
2296, 1203
2297, 1203
2298, 1204
2299, 1205
2300, 1205
2301, 1206
2302, 1206
2303, 1206
2304, 1206
2305, 1207
2306, 1208
2307, 1208
2308, 1208
2309, 1208
2310, 1208
2311, 1208
2312, 1208
2313, 1208
2314, 1208
2315, 1208
2316, 1208
2317, 1209
2318, 1209
2319, 1209
2320, 1210
2321, 1210
2322, 1210
2323, 1211
2324, 1212
2325, 1212
2326, 1212
2327, 1212
2328, 1213
2329, 1213
2330, 1214
2331, 1214
2332, 1214
2333, 1214
2334, 1214
2335, 1215
2336, 1215
2337, 1216
2338, 1216
2339, 1216
2340, 1217
2341, 1218
2342, 1219
2343, 1220
2344, 1221
2345, 1222
2346, 1223
2347, 1223
2348, 1224
2349, 1225
2350, 1225
2351, 1226
2352, 1227
2353, 1228
2354, 1229
2355, 1230
2356, 1230
2357, 1231
2358, 1231
2359, 1231
2360, 1232
2361, 1233
2362, 1234
2363, 1235
2364, 1236
2365, 1236
2366, 1237
2367, 1237
2368, 1237
2369, 1238
2370, 1239
2371, 1240
2372, 1241
2373, 1241
2374, 1241
2375, 1242
2376, 1242
2377, 1242
2378, 1242
2379, 1242
2380, 1242
2381, 1243
2382, 1244
2383, 1245
2384, 1245
2385, 1246
2386, 1247
2387, 1247
2388, 1247
2389, 1247
2390, 1247
2391, 1248
2392, 1249
2393, 1249
2394, 1250
2395, 1250
2396, 1251
2397, 1251
2398, 1251
2399, 1251
2400, 1251
2401, 1251
2402, 1251
2403, 1251
2404, 1251
2405, 1251
2406, 1251
2407, 1252
2408, 1252
2409, 1252
2410, 1252
2411, 1252
2412, 1252
2413, 1252
2414, 1253
